"GEO_ID","NAME","P1_001N",
"Geography","Geographic Area Name"," !!Total",
"1400000US36047021300","Census Tract 213; Kings County; New York","3880",
"1400000US36047021400","Census Tract 214; Kings County; New York","2502",
"1400000US36047021500","Census Tract 215; Kings County; New York","5569",
"1400000US36047021600","Census Tract 216; Kings County; New York","4280",
"1400000US36047021700","Census Tract 217; Kings County; New York","4351",
"1400000US36047021800","Census Tract 218; Kings County; New York","4191",
"1400000US36047021900","Census Tract 219; Kings County; New York","4225",
"1400000US36047022000","Census Tract 220; Kings County; New York","5660",
"1400000US36047022100","Census Tract 221; Kings County; New York","3897",
"1400000US36047022200","Census Tract 222; Kings County; New York","5633",
"1400000US36047022400","Census Tract 224; Kings County; New York","6117",
"1400000US36047022600","Census Tract 226; Kings County; New York","2664",
"1400000US36047022700","Census Tract 227; Kings County; New York","4515",
"1400000US36047022800","Census Tract 228; Kings County; New York","3638",
"1400000US36047022900","Census Tract 229; Kings County; New York","3923",
"1400000US36047023000","Census Tract 230; Kings County; New York","4442",
"1400000US36047023100","Census Tract 231; Kings County; New York","3832",
"1400000US36047023200","Census Tract 232; Kings County; New York","6382",
"1400000US36047023300","Census Tract 233; Kings County; New York","5961",
"1400000US36047023400","Census Tract 234; Kings County; New York","5923",
"1400000US36047023500","Census Tract 235; Kings County; New York","5921",
"1400000US36047023600","Census Tract 236; Kings County; New York","6548",
"1400000US36047023800","Census Tract 238; Kings County; New York","5414",
"1400000US36047024000","Census Tract 240; Kings County; New York","5165",
"1400000US36047024100","Census Tract 241; Kings County; New York","3175",
"1400000US36047024200","Census Tract 242; Kings County; New York","3289",
"1400000US36047024300","Census Tract 243; Kings County; New York","4347",
"1400000US36047024400","Census Tract 244; Kings County; New York","3651",
"1400000US36047024500","Census Tract 245; Kings County; New York","4257",
"1400000US36047024600","Census Tract 246; Kings County; New York","3436",
"1400000US36047024700","Census Tract 247; Kings County; New York","2820",
"1400000US36047024800","Census Tract 248; Kings County; New York","2647",
"1400000US36047024900","Census Tract 249; Kings County; New York","4264",
"1400000US36047025000","Census Tract 250; Kings County; New York","1748",
"1400000US36047025100","Census Tract 251; Kings County; New York","4209",
"1400000US36047025200","Census Tract 252; Kings County; New York","5300",
"1400000US36047025300","Census Tract 253; Kings County; New York","3517",
"1400000US36047025400","Census Tract 254; Kings County; New York","3650",
"1400000US36047025500","Census Tract 255; Kings County; New York","4799",
"1400000US36047025600","Census Tract 256; Kings County; New York","3366",
"1400000US36047025700","Census Tract 257; Kings County; New York","2822",
"1400000US36047025800","Census Tract 258; Kings County; New York","5073",
"1400000US36047025901","Census Tract 259.01; Kings County; New York","2328",
"1400000US36047025902","Census Tract 259.02; Kings County; New York","3560",
"1400000US36047026000","Census Tract 260; Kings County; New York","3656",
"1400000US36047026100","Census Tract 261; Kings County; New York","6479",
"1400000US36047026200","Census Tract 262; Kings County; New York","2726",
"1400000US36047026300","Census Tract 263; Kings County; New York","2088",
"1400000US36047026400","Census Tract 264; Kings County; New York","5103",
"1400000US36047026500","Census Tract 265; Kings County; New York","4385",
"1400000US36047026600","Census Tract 266; Kings County; New York","3961",
"1400000US36047026700","Census Tract 267; Kings County; New York","4228",
"1400000US36047026800","Census Tract 268; Kings County; New York","4686",
"1400000US36047026900","Census Tract 269; Kings County; New York","3005",
"1400000US36047027000","Census Tract 270; Kings County; New York","2719",
"1400000US36047027100","Census Tract 271; Kings County; New York","3493",
"1400000US36047027200","Census Tract 272; Kings County; New York","3633",
"1400000US36047027300","Census Tract 273; Kings County; New York","3131",
"1400000US36047027400","Census Tract 274; Kings County; New York","3272",
"1400000US36047027500","Census Tract 275; Kings County; New York","4071",
"1400000US36047027600","Census Tract 276; Kings County; New York","3886",
"1400000US36047027700","Census Tract 277; Kings County; New York","4351",
"1400000US36047027800","Census Tract 278; Kings County; New York","3542",
"1400000US36047027900","Census Tract 279; Kings County; New York","3674",
"1400000US36047028000","Census Tract 280; Kings County; New York","1862",
"1400000US36047028100","Census Tract 281; Kings County; New York","4800",
"1400000US36047028200","Census Tract 282; Kings County; New York","3282",
"1400000US36047028300","Census Tract 283; Kings County; New York","3933",
"1400000US36047028400","Census Tract 284; Kings County; New York","4396",
"1400000US36047028501","Census Tract 285.01; Kings County; New York","636",
"1400000US36047028502","Census Tract 285.02; Kings County; New York","2658",
"1400000US36047028600","Census Tract 286; Kings County; New York","6094",
"1400000US36047028700","Census Tract 287; Kings County; New York","3103",
"1400000US36047028800","Census Tract 288; Kings County; New York","3900",
"1400000US36047028900","Census Tract 289; Kings County; New York","3933",
"1400000US36047029000","Census Tract 290; Kings County; New York","4377",
"1400000US36047029100","Census Tract 291; Kings County; New York","3042",
"1400000US36047029200","Census Tract 292; Kings County; New York","2781",
"1400000US36047029300","Census Tract 293; Kings County; New York","3402",
"1400000US36047029400","Census Tract 294; Kings County; New York","2298",
"1400000US36047029500","Census Tract 295; Kings County; New York","3851",
"1400000US36047029600","Census Tract 296; Kings County; New York","5993",
"1400000US36047029700","Census Tract 297; Kings County; New York","3921",
"1400000US36047029800","Census Tract 298; Kings County; New York","3955",
"1400000US36047029900","Census Tract 299; Kings County; New York","2496",
"1400000US36047030000","Census Tract 300; Kings County; New York","4224",
"1400000US36047030100","Census Tract 301; Kings County; New York","2970",
"1400000US36047030200","Census Tract 302; Kings County; New York","4391",
"1400000US36047030300","Census Tract 303; Kings County; New York","4952",
"1400000US36047030400","Census Tract 304; Kings County; New York","4686",
"1400000US36047030500","Census Tract 305; Kings County; New York","7249",
"1400000US36047030600","Census Tract 306; Kings County; New York","2215",
"1400000US36047030700","Census Tract 307; Kings County; New York","5625",
"1400000US36047030800","Census Tract 308; Kings County; New York","2314",
"1400000US36047030900","Census Tract 309; Kings County; New York","2209",
"1400000US36047031100","Census Tract 311; Kings County; New York","3191",
"1400000US36047031300","Census Tract 313; Kings County; New York","5109",
"1400000US36047031401","Census Tract 314.01; Kings County; New York","5142",
"1400000US36047031402","Census Tract 314.02; Kings County; New York","0",
"1400000US36047031500","Census Tract 315; Kings County; New York","5613",
"1400000US36047031701","Census Tract 317.01; Kings County; New York","3999",
"1400000US36047031702","Census Tract 317.02; Kings County; New York","3714",
"1400000US36047031900","Census Tract 319; Kings County; New York","3452",
"1400000US36047032100","Census Tract 321; Kings County; New York","5488",
"1400000US36047032300","Census Tract 323; Kings County; New York","3509",
"1400000US36047032500","Census Tract 325; Kings County; New York","6218",
"1400000US36047032600","Census Tract 326; Kings County; New York","7075",
"1400000US36047032700","Census Tract 327; Kings County; New York","3074",
"1400000US36047032800","Census Tract 328; Kings County; New York","3090",
"1400000US36047032900","Census Tract 329; Kings County; New York","5707",
"1400000US36047033000","Census Tract 330; Kings County; New York","4423",
"1400000US36047033100","Census Tract 331; Kings County; New York","4217",
"1400000US36047033300","Census Tract 333; Kings County; New York","4503",
"1400000US36047033500","Census Tract 335; Kings County; New York","3231",
"1400000US36047033600","Census Tract 336; Kings County; New York","4765",
"1400000US36047033701","Census Tract 337.01; Kings County; New York","2510",
"1400000US36047033702","Census Tract 337.02; Kings County; New York","2116",
"1400000US36047033900","Census Tract 339; Kings County; New York","4676",
"1400000US36047034000","Census Tract 340; Kings County; New York","1958",
"1400000US36047034100","Census Tract 341; Kings County; New York","2685",
"1400000US36047034200","Census Tract 342; Kings County; New York","7060",
"1400000US36047034300","Census Tract 343; Kings County; New York","5024",
"1400000US36047034500","Census Tract 345; Kings County; New York","2738",
"1400000US36047034700","Census Tract 347; Kings County; New York","3645",
"1400000US36047034800","Census Tract 348; Kings County; New York","2828",
"1400000US36047034901","Census Tract 349.01; Kings County; New York","2067",
"1400000US36047034902","Census Tract 349.02; Kings County; New York","3347",
"1400000US36047035000","Census Tract 350; Kings County; New York","3082",
"1400000US36047035101","Census Tract 351.01; Kings County; New York","2243",
"1400000US36047035102","Census Tract 351.02; Kings County; New York","2626",
"1400000US36047035200","Census Tract 352; Kings County; New York","1367",
"1400000US36047035301","Census Tract 353.01; Kings County; New York","2566",
"1400000US36047035302","Census Tract 353.02; Kings County; New York","2811",
"1400000US36047035400","Census Tract 354; Kings County; New York","5493",
"1400000US36047035500","Census Tract 355; Kings County; New York","5192",
"1400000US36047035601","Census Tract 356.01; Kings County; New York","2902",
"1400000US36047035602","Census Tract 356.02; Kings County; New York","5474",
"1400000US36047035701","Census Tract 357.01; Kings County; New York","2322",
"1400000US36047035702","Census Tract 357.02; Kings County; New York","15",
"1400000US36047035900","Census Tract 359; Kings County; New York","5617",
"1400000US36047036001","Census Tract 360.01; Kings County; New York","3387",
"1400000US36047036002","Census Tract 360.02; Kings County; New York","4203",
"1400000US36047036100","Census Tract 361; Kings County; New York","2964",
"1400000US36047036200","Census Tract 362; Kings County; New York","4140",
"1400000US36047036300","Census Tract 363; Kings County; New York","5385",
"1400000US36047036400","Census Tract 364; Kings County; New York","3006",
"1400000US36047036501","Census Tract 365.01; Kings County; New York","2959",
"1400000US36047036502","Census Tract 365.02; Kings County; New York","1902",
"1400000US36047036600","Census Tract 366; Kings County; New York","4681",
"1400000US36047036700","Census Tract 367; Kings County; New York","1796",
"1400000US36047036900","Census Tract 369; Kings County; New York","6136",
"1400000US36047037000","Census Tract 370; Kings County; New York","4750",
"1400000US36047037100","Census Tract 371; Kings County; New York","4503",
"1400000US36047037300","Census Tract 373; Kings County; New York","4385",
"1400000US36047037401","Census Tract 374.01; Kings County; New York","4696",
"1400000US36047037402","Census Tract 374.02; Kings County; New York","5367",
"1400000US36047037500","Census Tract 375; Kings County; New York","3809",
"1400000US36047037700","Census Tract 377; Kings County; New York","3970",
"1400000US36047037900","Census Tract 379; Kings County; New York","3851",
"1400000US36047038100","Census Tract 381; Kings County; New York","5313",
"1400000US36047038200","Census Tract 382; Kings County; New York","5882",
"1400000US36047038300","Census Tract 383; Kings County; New York","4338",
"1400000US36047038500","Census Tract 385; Kings County; New York","3969",
"1400000US36047038600","Census Tract 386; Kings County; New York","3812",
"1400000US36047038700","Census Tract 387; Kings County; New York","4908",
"1400000US36047038800","Census Tract 388; Kings County; New York","4047",
"1400000US36047038900","Census Tract 389; Kings County; New York","3570",
"1400000US36047039000","Census Tract 390; Kings County; New York","2321",
"1400000US36047039100","Census Tract 391; Kings County; New York","5776",
"1400000US36047039200","Census Tract 392; Kings County; New York","2908",
"1400000US36047039300","Census Tract 393; Kings County; New York","4141",
"1400000US36047039400","Census Tract 394; Kings County; New York","2187",
"1400000US36047039500","Census Tract 395; Kings County; New York","4030",
"1400000US36047039600","Census Tract 396; Kings County; New York","1948",
"1400000US36047039700","Census Tract 397; Kings County; New York","3868",
"1400000US36047039800","Census Tract 398; Kings County; New York","2841",
"1400000US36047039900","Census Tract 399; Kings County; New York","4378",
"1400000US36047040000","Census Tract 400; Kings County; New York","3281",
"1400000US36047040100","Census Tract 401; Kings County; New York","3778",
"1400000US36047040200","Census Tract 402; Kings County; New York","3025",
"1400000US36047040300","Census Tract 403; Kings County; New York","3892",
"1400000US36047040400","Census Tract 404; Kings County; New York","2812",
"1400000US36047040500","Census Tract 405; Kings County; New York","1829",
"1400000US36047040600","Census Tract 406; Kings County; New York","3599",
"1400000US36047040700","Census Tract 407; Kings County; New York","6",
"1400000US36047040800","Census Tract 408; Kings County; New York","3933",
"1400000US36047040900","Census Tract 409; Kings County; New York","3800",
"1400000US36047041000","Census Tract 410; Kings County; New York","2136",
"1400000US36047041100","Census Tract 411; Kings County; New York","3332",
"1400000US36047041200","Census Tract 412; Kings County; New York","3375",
"1400000US36047041300","Census Tract 413; Kings County; New York","3951",
"1400000US36047041401","Census Tract 414.01; Kings County; New York","1480",
"1400000US36047041402","Census Tract 414.02; Kings County; New York","1855",
"1400000US36047041500","Census Tract 415; Kings County; New York","4032",
"1400000US36047041600","Census Tract 416; Kings County; New York","2112",
"1400000US36047041700","Census Tract 417; Kings County; New York","3348",
"1400000US36047041800","Census Tract 418; Kings County; New York","2645",
"1400000US36047041900","Census Tract 419; Kings County; New York","3880",
"1400000US36047042000","Census Tract 420; Kings County; New York","1912",
"1400000US36047042100","Census Tract 421; Kings County; New York","4866",
"1400000US36047042200","Census Tract 422; Kings County; New York","3663",
"1400000US36047042300","Census Tract 423; Kings County; New York","4566",
"1400000US36047042400","Census Tract 424; Kings County; New York","4175",
"1400000US36047042500","Census Tract 425; Kings County; New York","3026",
"1400000US36047042600","Census Tract 426; Kings County; New York","4350",
"1400000US36047042700","Census Tract 427; Kings County; New York","4920",
"1400000US36047042800","Census Tract 428; Kings County; New York","4290",
"1400000US36047042900","Census Tract 429; Kings County; New York","5556",
"1400000US36047043000","Census Tract 430; Kings County; New York","3842",
"1400000US36047043100","Census Tract 431; Kings County; New York","4884",
"1400000US36047043200","Census Tract 432; Kings County; New York","4514",
"1400000US36047043300","Census Tract 433; Kings County; New York","3843",
"1400000US36047043400","Census Tract 434; Kings County; New York","3866",
"1400000US36047043500","Census Tract 435; Kings County; New York","4709",
"1400000US36047043600","Census Tract 436; Kings County; New York","4694",
"1400000US36047043700","Census Tract 437; Kings County; New York","5282",
"1400000US36047043800","Census Tract 438; Kings County; New York","2905",
"1400000US36047043900","Census Tract 439; Kings County; New York","4097",
"1400000US36047044000","Census Tract 440; Kings County; New York","2878",
"1400000US36047044100","Census Tract 441; Kings County; New York","5526",
"1400000US36047044200","Census Tract 442; Kings County; New York","2631",
"1400000US36047044300","Census Tract 443; Kings County; New York","5195",
"1400000US36047044400","Census Tract 444; Kings County; New York","3260",
"1400000US36047044500","Census Tract 445; Kings County; New York","4207",
"1400000US36047044600","Census Tract 446; Kings County; New York","2026",
"1400000US36047044700","Census Tract 447; Kings County; New York","2459",
"1400000US36047044800","Census Tract 448; Kings County; New York","1965",
"1400000US36047044901","Census Tract 449.01; Kings County; New York","2694",
"1400000US36047044902","Census Tract 449.02; Kings County; New York","44",
"1400000US36047045000","Census Tract 450; Kings County; New York","645",
"1400000US36047045200","Census Tract 452; Kings County; New York","2618",
"1400000US36047045300","Census Tract 453; Kings County; New York","1886",
"1400000US36047045400","Census Tract 454; Kings County; New York","2036",
"1400000US36047045600","Census Tract 456; Kings County; New York","2767",
"1400000US36047045800","Census Tract 458; Kings County; New York","1558",
"1400000US36047046000","Census Tract 460; Kings County; New York","3828",
"1400000US36047046201","Census Tract 462.01; Kings County; New York","2700",
"1400000US36047046202","Census Tract 462.02; Kings County; New York","1891",
"1400000US36047046400","Census Tract 464; Kings County; New York","2732",
"1400000US36047046800","Census Tract 468; Kings County; New York","2138",
"1400000US36047047000","Census Tract 470; Kings County; New York","2823",
"1400000US36047047200","Census Tract 472; Kings County; New York","3099",
"1400000US36047047400","Census Tract 474; Kings County; New York","3232",
"1400000US36047047600","Census Tract 476; Kings County; New York","4054",
"1400000US36047047700","Census Tract 477; Kings County; New York","4226",
"1400000US36047047800","Census Tract 478; Kings County; New York","5308",
"1400000US36047048000","Census Tract 480; Kings County; New York","3824",
"1400000US36047048100","Census Tract 481; Kings County; New York","3105",
"1400000US36047048200","Census Tract 482; Kings County; New York","6122",
"1400000US36047048400","Census Tract 484; Kings County; New York","5922",
"1400000US36047048500","Census Tract 485; Kings County; New York","2470",
"1400000US36047048600","Census Tract 486; Kings County; New York","3597",
"1400000US36047048800","Census Tract 488; Kings County; New York","4536",
"1400000US36047048900","Census Tract 489; Kings County; New York","3757",
"1400000US36047049000","Census Tract 490; Kings County; New York","6036",
"1400000US36047049100","Census Tract 491; Kings County; New York","6366",
"1400000US36047049200","Census Tract 492; Kings County; New York","3366",
"1400000US36047049301","Census Tract 493.01; Kings County; New York","1897",
"1400000US36047049302","Census Tract 493.02; Kings County; New York","5476",
"1400000US36047049400","Census Tract 494; Kings County; New York","5527",
"1400000US36047049500","Census Tract 495; Kings County; New York","3114",
"1400000US36047049600","Census Tract 496; Kings County; New York","4646",
"1400000US36047049700","Census Tract 497; Kings County; New York","3141",
"1400000US36047049800","Census Tract 498; Kings County; New York","4517",
"1400000US36047049900","Census Tract 499; Kings County; New York","2147",
"1400000US36047050001","Census Tract 500.01; Kings County; New York","2062",
"1400000US36047050002","Census Tract 500.02; Kings County; New York","1607",
"1400000US36047050100","Census Tract 501; Kings County; New York","2951",
"1400000US36047050202","Census Tract 502.02; Kings County; New York","2312",
"1400000US36047050300","Census Tract 503; Kings County; New York","2759",
"1400000US36047050401","Census Tract 504.01; Kings County; New York","2997",
"1400000US36047050402","Census Tract 504.02; Kings County; New York","2004",
"1400000US36047050500","Census Tract 505; Kings County; New York","4567",
"1400000US36047050600","Census Tract 506; Kings County; New York","5612",
"1400000US36047050700","Census Tract 507; Kings County; New York","3545",
"1400000US36047050801","Census Tract 508.01; Kings County; New York","4311",
"1400000US36047050803","Census Tract 508.03; Kings County; New York","2548",
"1400000US36047050804","Census Tract 508.04; Kings County; New York","6196",
"1400000US36047050900","Census Tract 509; Kings County; New York","5112",
"1400000US36047051001","Census Tract 510.01; Kings County; New York","3740",
"1400000US36047051002","Census Tract 510.02; Kings County; New York","4600",
"1400000US36047051100","Census Tract 511; Kings County; New York","4545",
"1400000US36047051200","Census Tract 512; Kings County; New York","5946",
"1400000US36047051300","Census Tract 513; Kings County; New York","5526",
"1400000US36047051400","Census Tract 514; Kings County; New York","7023",
"1400000US36047051500","Census Tract 515; Kings County; New York","2451",
"1400000US36047051601","Census Tract 516.01; Kings County; New York","5407",
"1400000US36047051602","Census Tract 516.02; Kings County; New York","3874",
"1400000US36047051700","Census Tract 517; Kings County; New York","2636",
"1400000US36047051800","Census Tract 518; Kings County; New York","3528",
"1400000US36047051900","Census Tract 519; Kings County; New York","6101",
"1400000US36047052000","Census Tract 520; Kings County; New York","4175",
"1400000US36047052300","Census Tract 523; Kings County; New York","5405",
"1400000US36047052500","Census Tract 525; Kings County; New York","3720",
"1400000US36047052600","Census Tract 526; Kings County; New York","4353",
"1400000US36047052700","Census Tract 527; Kings County; New York","6045",
"1400000US36047052800","Census Tract 528; Kings County; New York","1804",
"1400000US36047052900","Census Tract 529; Kings County; New York","4299",
"1400000US36047053000","Census Tract 530; Kings County; New York","3606",
"1400000US36047053101","Census Tract 531.01; Kings County; New York","2997",
"1400000US36047053102","Census Tract 531.02; Kings County; New York","5890",
"1400000US36047053200","Census Tract 532; Kings County; New York","2510",
"1400000US36047053300","Census Tract 533; Kings County; New York","7115",
"1400000US36047053400","Census Tract 534; Kings County; New York","4777",
"1400000US36047053500","Census Tract 535; Kings County; New York","4469",
"1400000US36047053700","Census Tract 537; Kings County; New York","4304",
"1400000US36047053800","Census Tract 538; Kings County; New York","5535",
"1400000US36047053900","Census Tract 539; Kings County; New York","2668",
"1400000US36047054200","Census Tract 542; Kings County; New York","4750",
"1400000US36047054300","Census Tract 543; Kings County; New York","5",
"1400000US36047054400","Census Tract 544; Kings County; New York","3785",
"1400000US36047054500","Census Tract 545; Kings County; New York","7304",
"1400000US36047054600","Census Tract 546; Kings County; New York","5409",
"1400000US36047054700","Census Tract 547; Kings County; New York","7855",
"1400000US36047054800","Census Tract 548; Kings County; New York","2189",
"1400000US36047054900","Census Tract 549; Kings County; New York","4748",
"1400000US36047055000","Census Tract 550; Kings County; New York","3956",
"1400000US36047055100","Census Tract 551; Kings County; New York","6343",
"1400000US36047055200","Census Tract 552; Kings County; New York","3735",
"1400000US36047055300","Census Tract 553; Kings County; New York","3078",
"1400000US36047055400","Census Tract 554; Kings County; New York","4813",
"1400000US36047055500","Census Tract 555; Kings County; New York","8688",
"1400000US36047055600","Census Tract 556; Kings County; New York","3880",
"1400000US36047055700","Census Tract 557; Kings County; New York","1848",
"1400000US36047055800","Census Tract 558; Kings County; New York","2736",
"1400000US36047056000","Census Tract 560; Kings County; New York","3882",
"1400000US36047056100","Census Tract 561; Kings County; New York","3460",
"1400000US36047056200","Census Tract 562; Kings County; New York","1695",
"1400000US36047056301","Census Tract 563.01; Kings County; New York","4923",
"1400000US36047056302","Census Tract 563.02; Kings County; New York","2002",
"1400000US36047056400","Census Tract 564; Kings County; New York","2626",
"1400000US36047056500","Census Tract 565; Kings County; New York","3738",
"1400000US36047056600","Census Tract 566; Kings County; New York","2548",
"1400000US36047056800","Census Tract 568; Kings County; New York","1310",
"1400000US36047056900","Census Tract 569; Kings County; New York","1624",
"1400000US36047057000","Census Tract 570; Kings County; New York","3534",
"1400000US36047057100","Census Tract 571; Kings County; New York","4267",
"1400000US36047057200","Census Tract 572; Kings County; New York","5221",
"1400000US36047057300","Census Tract 573; Kings County; New York","2590",
"1400000US36047057400","Census Tract 574; Kings County; New York","2560",
"1400000US36047057500","Census Tract 575; Kings County; New York","4902",
"1400000US36047057600","Census Tract 576; Kings County; New York","2912",
"1400000US36047057800","Census Tract 578; Kings County; New York","3332",
"1400000US36047057901","Census Tract 579.01; Kings County; New York","1416",
"1400000US36047057902","Census Tract 579.02; Kings County; New York","0",
"1400000US36047058000","Census Tract 580; Kings County; New York","3502",
"1400000US36047058200","Census Tract 582; Kings County; New York","3044",
"1400000US36047058400","Census Tract 584; Kings County; New York","3797",
"1400000US36047058600","Census Tract 586; Kings County; New York","2655",
"1400000US36047058800","Census Tract 588; Kings County; New York","3532",
"1400000US36047058901","Census Tract 589.01; Kings County; New York","1781",
"1400000US36047058902","Census Tract 589.02; Kings County; New York","0",
"1400000US36047059000","Census Tract 590; Kings County; New York","2014",
"1400000US36047059100","Census Tract 591; Kings County; New York","3856",
"1400000US36047059200","Census Tract 592; Kings County; New York","4268",
"1400000US36047059300","Census Tract 593; Kings County; New York","2274",
"1400000US36047059402","Census Tract 594.02; Kings County; New York","5105",
"1400000US36047059403","Census Tract 594.03; Kings County; New York","3779",
"1400000US36047059404","Census Tract 594.04; Kings County; New York","4426",
"1400000US36047059600","Census Tract 596; Kings County; New York","2569",
"1400000US36047059800","Census Tract 598; Kings County; New York","3617",
"1400000US36047060000","Census Tract 600; Kings County; New York","6844",
"1400000US36047060600","Census Tract 606; Kings County; New York","3178",
"1400000US36047060800","Census Tract 608; Kings County; New York","4015",
"1400000US36047061002","Census Tract 610.02; Kings County; New York","5064",
"1400000US36047061003","Census Tract 610.03; Kings County; New York","2418",
"1400000US36047061004","Census Tract 610.04; Kings County; New York","6669",
"1400000US36047061200","Census Tract 612; Kings County; New York","1063",
"1400000US36047061600","Census Tract 616; Kings County; New York","1854",
"1400000US36047062000","Census Tract 620; Kings County; New York","1767",
"1400000US36047062200","Census Tract 622; Kings County; New York","3325",
"1400000US36047062600","Census Tract 626; Kings County; New York","3152",
"1400000US36047062800","Census Tract 628; Kings County; New York","5222",
"1400000US36047063200","Census Tract 632; Kings County; New York","1476",
"1400000US36047063600","Census Tract 636; Kings County; New York","1317",
"1400000US36047063800","Census Tract 638; Kings County; New York","1617",
"1400000US36047064000","Census Tract 640; Kings County; New York","1620",
"1400000US36047064200","Census Tract 642; Kings County; New York","2865",
"1400000US36047064400","Census Tract 644; Kings County; New York","2702",
"1400000US36047064600","Census Tract 646; Kings County; New York","2226",
"1400000US36047064800","Census Tract 648; Kings County; New York","1993",
"1400000US36047065000","Census Tract 650; Kings County; New York","1439",
"1400000US36047065200","Census Tract 652; Kings County; New York","1197",
"1400000US36047065400","Census Tract 654; Kings County; New York","1681",
"1400000US36047065600","Census Tract 656; Kings County; New York","1795",
"1400000US36047065800","Census Tract 658; Kings County; New York","1844",
"1400000US36047066000","Census Tract 660; Kings County; New York","1762",
"1400000US36047066200","Census Tract 662; Kings County; New York","1497",
"1400000US36047066600","Census Tract 666; Kings County; New York","1",
"1400000US36047067000","Census Tract 670; Kings County; New York","2876",
"1400000US36047067200","Census Tract 672; Kings County; New York","1435",
"1400000US36047067400","Census Tract 674; Kings County; New York","1992",
"1400000US36047067600","Census Tract 676; Kings County; New York","1622",
"1400000US36047067800","Census Tract 678; Kings County; New York","2874",
"1400000US36047068000","Census Tract 680; Kings County; New York","1887",
"1400000US36047068200","Census Tract 682; Kings County; New York","2489",
"1400000US36047068600","Census Tract 686; Kings County; New York","1749",
"1400000US36047068800","Census Tract 688; Kings County; New York","1706",
"1400000US36047069000","Census Tract 690; Kings County; New York","1880",
"1400000US36047069200","Census Tract 692; Kings County; New York","2512",
"1400000US36047069601","Census Tract 696.01; Kings County; New York","3932",
"1400000US36047069602","Census Tract 696.02; Kings County; New York","6275",
"1400000US36047069800","Census Tract 698; Kings County; New York","1417",
"1400000US36047070000","Census Tract 700; Kings County; New York","1650",
"1400000US36047070201","Census Tract 702.01; Kings County; New York","6719",
"1400000US36047070202","Census Tract 702.02; Kings County; New York","21",
"1400000US36047070203","Census Tract 702.03; Kings County; New York","0",
"1400000US36047070601","Census Tract 706.01; Kings County; New York","2703",
"1400000US36047070602","Census Tract 706.02; Kings County; New York","4",
"1400000US36047072000","Census Tract 720; Kings County; New York","2205",
"1400000US36047072200","Census Tract 722; Kings County; New York","2893",
"1400000US36047072400","Census Tract 724; Kings County; New York","1911",
"1400000US36047072600","Census Tract 726; Kings County; New York","2582",
"1400000US36047072800","Census Tract 728; Kings County; New York","3645",
"1400000US36047073000","Census Tract 730; Kings County; New York","2170",
"1400000US36047073200","Census Tract 732; Kings County; New York","2173",
"1400000US36047073400","Census Tract 734; Kings County; New York","1818",
"1400000US36047073600","Census Tract 736; Kings County; New York","3473",
"1400000US36047073800","Census Tract 738; Kings County; New York","3290",
"1400000US36047074000","Census Tract 740; Kings County; New York","3446",
"1400000US36047074200","Census Tract 742; Kings County; New York","3023",
"1400000US36047074400","Census Tract 744; Kings County; New York","2481",
"1400000US36047074600","Census Tract 746; Kings County; New York","2100",
"1400000US36047074800","Census Tract 748; Kings County; New York","1936",
"1400000US36047075000","Census Tract 750; Kings County; New York","2928",
"1400000US36047075200","Census Tract 752; Kings County; New York","1042",
"1400000US36047075400","Census Tract 754; Kings County; New York","1402",
"1400000US36047075600","Census Tract 756; Kings County; New York","1934",
"1400000US36047075800","Census Tract 758; Kings County; New York","2005",
"1400000US36047076000","Census Tract 760; Kings County; New York","2832",
"1400000US36047076200","Census Tract 762; Kings County; New York","4391",
"1400000US36047076400","Census Tract 764; Kings County; New York","3783",
"1400000US36047076600","Census Tract 766; Kings County; New York","1990",
"1400000US36047076800","Census Tract 768; Kings County; New York","4049",
"1400000US36047077000","Census Tract 770; Kings County; New York","2776",
"1400000US36047077200","Census Tract 772; Kings County; New York","3070",
"1400000US36047077400","Census Tract 774; Kings County; New York","3029",
"1400000US36047077600","Census Tract 776; Kings County; New York","3784",
"1400000US36047078000","Census Tract 780; Kings County; New York","2197",
"1400000US36047078200","Census Tract 782; Kings County; New York","4081",
"1400000US36047078400","Census Tract 784; Kings County; New York","2441",
"1400000US36047078601","Census Tract 786.01; Kings County; New York","2374",
"1400000US36047078602","Census Tract 786.02; Kings County; New York","2073",
"1400000US36047078801","Census Tract 788.01; Kings County; New York","2040",
"1400000US36047078802","Census Tract 788.02; Kings County; New York","1328",
"1400000US36047079001","Census Tract 790.01; Kings County; New York","1347",
"1400000US36047079002","Census Tract 790.02; Kings County; New York","3769",
"1400000US36047079201","Census Tract 792.01; Kings County; New York","1743",
"1400000US36047079202","Census Tract 792.02; Kings County; New York","3171",
"1400000US36047079400","Census Tract 794; Kings County; New York","2742",
"1400000US36047079601","Census Tract 796.01; Kings County; New York","4125",
"1400000US36047079602","Census Tract 796.02; Kings County; New York","4489",
"1400000US36047079801","Census Tract 798.01; Kings County; New York","2957",
"1400000US36047079802","Census Tract 798.02; Kings County; New York","5647",
"1400000US36047080000","Census Tract 800; Kings County; New York","3562",
"1400000US36047080200","Census Tract 802; Kings County; New York","4521",
"1400000US36047080400","Census Tract 804; Kings County; New York","3327",
"1400000US36047080600","Census Tract 806; Kings County; New York","3781",
"1400000US36047080800","Census Tract 808; Kings County; New York","1940",
"1400000US36047081000","Census Tract 810; Kings County; New York","2907",
